museum,title,date,url,description,scraped_at
The Met,Seeing Silence: The Paintings of Helene Schjerfbeck,Seeing Silence: The Paintings of Helene Schjerfbeck,https://www.metmuseum.org/exhibitions/seeing-silence-the-paintings-of-helene-schjerfbeck,,2025-09-29T02:23:42.844406
The Met,Raphael: Sublime Poetry,Raphael: Sublime Poetry,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry,,2025-09-29T02:23:42.844406
Guggenheim,Rashid Johnson: A Poem for Deep Thinkers,"April 18, 2025–January 19, 2026",https://www.guggenheim.org/exhibition/rashid-johnson-a-poem-for-deep-thinkers,,2025-09-29T02:23:42.844406
Guggenheim,Collection in Focus | Modern European Currents,,https://www.guggenheim.org/exhibition/collection-in-focus-modern-european-currents,,2025-09-29T02:23:42.844406
Guggenheim,Thannhauser Collection,,https://www.guggenheim.org/exhibition/thannhauser-collection,,2025-09-29T02:23:42.844406
Guggenheim,Gabriele Münter: Contours of a World,"November 7, 2025–April 26, 2026",https://www.guggenheim.org/exhibition/gabriele-munter,,2025-09-29T02:23:42.844406
Guggenheim,Collection in Focus | Robert Rauschenberg: Life Can’t Be Stopped,"October 10, 2025–May 3, 2026",https://www.guggenheim.org/exhibition/collection-in-focus-robert-rauschenberg-life-cant-be-stopped,,2025-09-29T02:23:42.844406
Guggenheim,Collection in Focus | Beatriz Milhazes: Rigor and Beauty,"March 7–September 14, 2025",https://www.guggenheim.org/exhibition/beatriz-milhazes,,2025-09-29T02:23:42.844406
Guggenheim,Collection in Focus | The Reach of Faith Ringgold,"May 9–September 14, 2025",https://www.guggenheim.org/exhibition/faith-ringgold,,2025-09-29T02:23:42.844406
Guggenheim,By Way Of: Material and Motion in the Guggenheim Collection,"March 15, 2024–June 8, 2025",https://www.guggenheim.org/exhibition/by-way-of-material-and-motion-in-the-guggenheim-collection,,2025-09-29T02:23:42.844406
Guggenheim,Collection in Focus | Piet Mondrian: Ever further,"November 22, 2024–April 20, 2025",https://www.guggenheim.org/exhibition/piet-mondrian-even-further,,2025-09-29T02:23:42.844406
Guggenheim,"Harmony and Dissonance: Orphism in Paris, 1910–1930","November 8, 2024–March 9, 2025",https://www.guggenheim.org/exhibition/harmony-and-dissonance-orphism-in-paris-1910-1930,,2025-09-29T02:23:42.844406
Guggenheim,Jenny Holzer: Light Line,"May 17–September 29, 2024",https://www.guggenheim.org/exhibition/jenny-holzer,,2025-09-29T02:23:42.844406
